scenario_id,subject,difficulty,mode,target_obj_id,plausible_targets,object_summary,current_target_source,layout_override,notes
manual_s7_hard_trial_20260220_151226,s7,hard,manual,obj_2,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=cleanser@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s7_hard_trial_20260220_151406,s7,hard,manual,obj_4,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=cleanser@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s7_hard_trial_20260220_151609,s7,hard,manual,obj_1,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=cleanser@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s7_hard_trial_20260220_151746,s7,hard,manual,obj_3,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=cleanser@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s7_hard_trial_20260220_151911,s7,hard,manual,obj_6,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=cleanser@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
assistive_s7_hard_trial_20260220_152859,s7,hard,assistive,obj_5,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=cleanser@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
assistive_s7_hard_trial_20260220_153359,s7,hard,assistive,obj_2,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=cleanser@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_easy_trial_20260220_155645,s8,easy,manual,obj_3,obj_1|obj_2|obj_3,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_easy_trial_20260220_155836,s8,easy,manual,obj_1,obj_1|obj_2|obj_3,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_easy_trial_20260220_155921,s8,easy,manual,obj_2,obj_1|obj_2|obj_3,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_easy_trial_20260220_160011,s8,easy,manual,obj_3,obj_1|obj_2|obj_3,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_easy_trial_20260220_160057,s8,easy,manual,obj_1,obj_1|obj_2|obj_3,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_easy_trial_20260220_160153,s8,easy,manual,obj_2,obj_1|obj_2|obj_3,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_easy_trial_20260220_160300,s8,easy,manual,obj_3,obj_1|obj_2|obj_3,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_easy_trial_20260220_160357,s8,easy,manual,obj_1,obj_1|obj_2|obj_3,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_easy_trial_20260220_160541,s8,easy,manual,obj_2,obj_1|obj_2|obj_3,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_easy_trial_20260220_160624,s8,easy,manual,obj_3,obj_1|obj_2|obj_3,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_hard_trial_20260220_162623,s8,hard,manual,obj_4,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=meat_can@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_hard_trial_20260220_162738,s8,hard,manual,obj_5,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=meat_can@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_hard_trial_20260220_162841,s8,hard,manual,obj_2,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=meat_can@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_hard_trial_20260220_163018,s8,hard,manual,obj_3,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=meat_can@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_hard_trial_20260220_163108,s8,hard,manual,obj_1,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=meat_can@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_hard_trial_20260220_163348,s8,hard,manual,obj_6,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=meat_can@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_hard_trial_20260220_163440,s8,hard,manual,obj_4,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=meat_can@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_hard_trial_20260220_163533,s8,hard,manual,obj_5,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=meat_can@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_hard_trial_20260220_163630,s8,hard,manual,obj_2,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=meat_can@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
manual_s8_hard_trial_20260220_163721,s8,hard,manual,obj_3,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=meat_can@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
assistive_s8_hard_trial_20260220_164709,s8,hard,assistive,obj_6,obj_1|obj_2|obj_3|obj_4|obj_5|obj_6,obj_1=coffee_can@A1(E)|obj_2=mug@A2(E)|obj_3=cleanser@A3(E)|obj_4=meat_can@B1(E)|obj_5=rubik@B2(E)|obj_6=gelatin_box@B3(E),unlabeled,,"AI-sampled placeholder, pending video verification"
